Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Total population - Persons,Total population - Males,Total population - Females,Population attending educational institutions - Persons,Population attending educational institutions - Males,Population attending educational institutions - Females,Type of educational institution - School - Persons,Type of educational institution - School - Males,Type of educational institution - School - Females,Type of educational institution - College - Persons,Type of educational institution - College - Males,Type of educational institution - College - Females,Type of educational institution - Vocational institute - Persons,Type of educational institution - Vocational institute - Males,Type of educational institution - Vocational institute - Females,Type of educational institution - Other institute - Persons,Type of educational institution - Other institute - Males,Type of educational institution - Other institute - Females,Type of educational institution - Literacy centre - Persons,Type of educational institution - Literacy centre - Males,Type of educational institution - Literacy centre - Females
C3010,21,00,0000,State - ORISSA  21,Urban,25-29,521578,266137,255441,17824,13669,4155,0,0,0,10081,7462,2619,5730,4678,1052,1784,1428,356,229,101,128
C3010,21,00,0000,State - ORISSA  21,Urban,30-34,453895,237829,216066,3208,2422,786,0,0,0,1468,1078,390,1110,914,196,450,365,85,180,65,115
C3010,21,00,0000,State - ORISSA  21,Urban,35-59,1414534,780127,634407,3287,2286,1001,0,0,0,1214,830,384,1139,856,283,490,385,105,444,215,229
C3010,21,00,0000,State - ORISSA  21,Urban,60+,354614,180597,174017,843,516,327,0,0,0,503,314,189,150,92,58,75,55,20,115,55,60
C3010,21,00,0000,State - ORISSA  21,Urban,Age not stated,10648,6061,4587,510,328,182,0,0,0,373,237,136,117,79,38,15,9,6,5,3,2
C3010,22,00,0000,State - CHHATTISGARH  22,Total,All ages,20833803,10474218,10359585,4606577,2581722,2024855,4333828,2412244,1921584,188254,126483,61771,15034,10692,4342,5525,3667,1858,63936,28636,35300
C3010,22,00,0000,State - CHHATTISGARH  22,Total,0-4,2452954,1241636,1211318,39967,20571,19396,39967,20571,19396,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Total,5,560406,287043,273363,60754,32298,28456,60754,32298,28456,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Total,6,541556,271734,269822,244947,128056,116891,244947,128056,116891,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Total,7,459063,231150,227913,343136,179035,164101,343136,179035,164101,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Total,8,573730,291950,281780,465225,245402,219823,465225,245402,219823,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Total,9,499608,249131,250477,433245,222652,210593,433245,222652,210593,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Total,10,669385,342573,326812,548928,293539,255389,548928,293539,255389,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Total,11,437320,226375,210945,380632,204826,175806,380632,204826,175806,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Total,12,601060,308571,292489,449475,248822,200653,449475,248822,200653,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Total,13,438366,220748,217618,320350,177526,142824,320350,177526,142824,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Total,14,459206,234670,224536,294137,170649,123488,294137,170649,123488,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Total,15-19,1931724,1008441,923283,754266,478165,276101,695360,445074,250286,49519,27566,21953,4329,2866,1463,1904,1208,696,3154,1451,1703
C3010,22,00,0000,State - CHHATTISGARH  22,Total,20-24,1671488,827776,843712,191735,135193,56542,57672,43794,13878,118027,82128,35899,6053,4531,1522,1513,1067,446,8470,3673,4797
C3010,22,00,0000,State - CHHATTISGARH  22,Total,25-29,1636950,814809,822141,31484,21467,10017,0,0,0,16709,13776,2933,2719,2153,566,973,688,285,11083,4850,6233
C3010,22,00,0000,State - CHHATTISGARH  22,Total,30-34,1542280,755721,786559,15631,7523,8108,0,0,0,2095,1644,451,644,431,213,393,243,150,12499,5205,7294
C3010,22,00,0000,State - CHHATTISGARH  22,Total,35-59,4826242,2456463,2369779,30077,14402,15675,0,0,0,1419,1073,346,1023,588,435,562,352,210,27073,12389,14684
C3010,22,00,0000,State - CHHATTISGARH  22,Total,60+,1504383,689685,814698,2285,1447,838,0,0,0,302,208,94,230,109,121,161,103,58,1592,1027,565
C3010,22,00,0000,State - CHHATTISGARH  22,Total,Age not stated,28082,15742,12340,303,149,154,0,0,0,183,88,95,36,14,22,19,6,13,65,41,24
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,All ages,16648056,8307443,8340613,3466831,1967896,1498935,3324001,1875667,1448334,73206,58683,14523,5368,3936,1432,2784,1833,951,61472,27777,33695
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,0-4,2042755,1030310,1012445,23985,12070,11915,23985,12070,11915,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,5,465621,237219,228402,36613,19266,17347,36613,19266,17347,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,6,455604,227971,227633,202384,105999,96385,202384,105999,96385,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,7,370190,185883,184307,269184,140826,128358,269184,140826,128358,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,8,468401,237394,231007,371394,196105,175289,371394,196105,175289,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,9,416399,207376,209023,356240,183645,172595,356240,183645,172595,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,10,547488,279580,267908,439116,236007,203109,439116,236007,203109,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,11,351033,181889,169144,300977,163330,137647,300977,163330,137647,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,12,487123,249650,237473,350764,196786,153978,350764,196786,153978,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,13,349387,176487,172900,244351,138806,105545,244351,138806,105545,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,14,365452,186999,178453,219600,131623,87977,219600,131623,87977,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,15-19,1487415,773358,714057,493066,335020,158046,470842,320438,150404,17033,11743,5290,1250,886,364,866,527,339,3075,1426,1649
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,20-24,1268540,616462,652078,96129,74960,21169,38551,30766,7785,46775,38539,8236,1906,1583,323,671,486,185,8226,3586,4640
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,25-29,1265273,627523,637750,19844,12813,7031,0,0,0,7758,6993,765,966,785,181,429,305,124,10691,4730,5961
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,30-34,1204248,582456,621792,13512,6179,7333,0,0,0,955,828,127,346,204,142,247,154,93,11964,4993,6971
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,35-59,3809366,1916381,1892985,27649,13162,14487,0,0,0,533,459,74,718,398,320,424,270,154,25974,12035,13939
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,60+,1270678,577529,693149,1880,1212,668,0,0,0,102,82,20,166,76,90,130,86,44,1482,968,514
C3010,22,00,0000,State - CHHATTISGARH  22,Rural,Age not stated,23083,12976,10107,143,87,56,0,0,0,50,39,11,16,4,12,17,5,12,60,39,21
C3010,22,00,0000,State - CHHATTISGARH  22,Urban,All ages,4185747,2166775,2018972,1139746,613826,525920,1009827,536577,473250,115048,67800,47248,9666,6756,2910,2741,1834,907,2464,859,1605
C3010,22,00,0000,State - CHHATTISGARH  22,Urban,0-4,410199,211326,198873,15982,8501,7481,15982,8501,7481,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Urban,5,94785,49824,44961,24141,13032,11109,24141,13032,11109,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Urban,6,85952,43763,42189,42563,22057,20506,42563,22057,20506,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Urban,7,88873,45267,43606,73952,38209,35743,73952,38209,35743,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Urban,8,105329,54556,50773,93831,49297,44534,93831,49297,44534,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Urban,9,83209,41755,41454,77005,39007,37998,77005,39007,37998,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Urban,10,121897,62993,58904,109812,57532,52280,109812,57532,52280,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Urban,11,86287,44486,41801,79655,41496,38159,79655,41496,38159,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Urban,12,113937,58921,55016,98711,52036,46675,98711,52036,46675,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Urban,13,88979,44261,44718,75999,38720,37279,75999,38720,37279,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Urban,14,93754,47671,46083,74537,39026,35511,74537,39026,35511,0,0,0,0,0,0,0,0,0,0,0,0
C3010,22,00,0000,State - CHHATTISGARH  22,Urban,15-19,444309,235083,209226,261200,143145,118055,224518,124636,99882,32486,15823,16663,3079,1980,1099,1038,681,357,79,25,54
C3010,22,00,0000,State - CHHATTISGARH  22,Urban,20-24,402948,211314,191634,95606,60233,35373,19121,13028,6093,71252,43589,27663,4147,2948,1199,842,581,261,244,87,157
C3010,22,00,0000,State - CHHATTISGARH  22,Urban,25-29,371677,187286,184391,11640,8654,2986,0,0,0,8951,6783,2168,1753,1368,385,544,383,161,392,120,272
C3010,22,00,0000,State - CHHATTISGARH  22,Urban,30-34,338032,173265,164767,2119,1344,775,0,0,0,1140,816,324,298,227,71,146,89,57,535,212,323
C3010,22,00,0000,State - CHHATTISGARH  22,Urban,35-59,1016876,540082,476794,2428,1240,1188,0,0,0,886,614,272,305,190,115,138,82,56,1099,354,745
C3010,22,00,0000,State - CHHATTISGARH  22,Urban,60+,233705,112156,121549,405,235,170,0,0,0,200,126,74,64,33,31,31,17,14,110,59,51
C3010,22,00,0000,State - CHHATTISGARH  22,Urban,Age not stated,4999,2766,2233,160,62,98,0,0,0,133,49,84,20,10,10,2,1,1,5,2,3
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,All ages,60348023,31443652,28904371,13750049,7975597,5774452,12801130,7424775,5376355,589147,392429,196718,40538,28524,12014,24316,17550,6766,294918,112319,182599
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,0-4,7368736,3801712,3567024,133256,70179,63077,133256,70179,63077,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,5,1700214,898393,801821,211475,116535,94940,211475,116535,94940,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,6,1713264,879742,833522,616389,334188,282201,616389,334188,282201,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,7,1385697,710779,674918,977522,524921,452601,977522,524921,452601,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,8,2002398,1037498,964900,1509388,821154,688234,1509388,821154,688234,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,9,1313098,672018,641080,1104430,587152,517278,1104430,587152,517278,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,10,2160767,1137640,1023127,1702711,946538,756173,1702711,946538,756173,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,11,1124728,600693,524035,962294,537171,425123,962294,537171,425123,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,12,1921483,1029501,891982,1424289,827206,597083,1424289,827206,597083,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,13,1182292,618571,563721,871900,501426,370474,871900,501426,370474,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,14,1379739,737389,642350,894696,542171,352525,894696,542171,352525,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,15-19,5690617,3155715,2534902,2361745,1551121,810624,2163518,1437984,725534,162977,92031,70946,12208,8198,4010,10736,7874,2862,12306,5034,7272
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,20-24,5168016,2693698,2474318,654714,457420,197294,229262,178150,51112,361914,249540,112374,13945,10482,3463,6186,4555,1631,43407,14693,28714
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,25-29,4664502,2364315,2300187,114142,66489,47653,0,0,0,47509,38557,8952,7587,5816,1771,3641,2681,960,55405,19435,35970
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,30-34,4348461,2189149,2159312,71166,28971,42195,0,0,0,7715,5772,1943,2037,1307,730,1319,874,445,60095,21018,39077
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,35-59,12783564,6738934,6044630,129802,57041,72761,0,0,0,6734,4925,1809,3572,2089,1483,1844,1191,653,117652,48836,68816
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,60+,4280924,2091793,2189131,8311,4848,3463,0,0,0,1259,935,324,1004,485,519,467,300,167,5581,3128,2453
C3010,23,00,0000,State - MADHYA PRADESH  23,Total,Age not stated,159523,86112,73411,1819,1066,753,0,0,0,1039,669,370,185,147,38,123,75,48,472,175,297
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,All ages,44380878,23031093,21349785,9283489,5509589,3773900,8802039,5244148,3557891,168578,138202,30376,11419,7813,3606,11530,8795,2735,289923,110631,179292
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,0-4,5776585,2969769,2806816,55719,29509,26210,55719,29509,26210,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,5,1320586,694602,625984,99361,55579,43782,99361,55579,43782,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,6,1346573,689355,657218,440226,241581,198645,440226,241581,198645,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,7,1036836,530982,505854,691918,375801,316117,691918,375801,316117,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,8,1539336,794025,745311,1112563,609434,503129,1112563,609434,503129,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,9,1006527,513848,492679,826641,442361,384280,826641,442361,384280,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,10,1654420,866663,787757,1259325,706048,553277,1259325,706048,553277,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,11,819818,439515,380303,683608,388317,295291,683608,388317,295291,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,12,1447681,773828,673853,1018228,604907,413321,1018228,604907,413321,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,13,852990,450224,402766,590567,355050,235517,590567,355050,235517,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,14,1008925,543119,465806,599147,383618,215529,599147,383618,215529,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,15-19,3975497,2217629,1757868,1343646,975129,368517,1281820,933754,348066,41506,30045,11461,2616,1923,693,5668,4488,1180,12036,4919,7117
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,20-24,3633948,1862686,1771262,296197,225237,70960,142916,118189,24727,104676,87951,16725,3122,2468,654,2732,2192,540,42751,14437,28314
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,25-29,3338674,1689802,1648872,74890,37137,37753,0,0,0,17169,15635,1534,1897,1396,501,1180,911,269,54644,19195,35449
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,30-34,3133954,1567973,1565981,63504,24052,39452,0,0,0,2844,2490,354,897,506,391,494,294,200,59269,20762,38507
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,35-59,9106237,4764071,4342166,120561,51605,68956,0,0,0,1878,1647,231,2139,1173,966,1023,633,390,115521,48152,67369
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,60+,3265185,1600055,1665130,6582,3791,2791,0,0,0,290,254,36,697,311,386,360,232,128,5235,2994,2241
C3010,23,00,0000,State - MADHYA PRADESH  23,Rural,Age not stated,117106,62947,54159,806,433,373,0,0,0,215,180,35,51,36,15,73,45,28,467,172,295
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,All ages,15967145,8412559,7554586,4466560,2466008,2000552,3999091,2180627,1818464,420569,254227,166342,29119,20711,8408,12786,8755,4031,4995,1688,3307
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,0-4,1592151,831943,760208,77537,40670,36867,77537,40670,36867,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,5,379628,203791,175837,112114,60956,51158,112114,60956,51158,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,6,366691,190387,176304,176163,92607,83556,176163,92607,83556,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,7,348861,179797,169064,285604,149120,136484,285604,149120,136484,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,8,463062,243473,219589,396825,211720,185105,396825,211720,185105,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,9,306571,158170,148401,277789,144791,132998,277789,144791,132998,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,10,506347,270977,235370,443386,240490,202896,443386,240490,202896,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,11,304910,161178,143732,278686,148854,129832,278686,148854,129832,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,12,473802,255673,218129,406061,222299,183762,406061,222299,183762,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,13,329302,168347,160955,281333,146376,134957,281333,146376,134957,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,14,370814,194270,176544,295549,158553,136996,295549,158553,136996,0,0,0,0,0,0,0,0,0,0,0,0
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,15-19,1715120,938086,777034,1018099,575992,442107,881698,504230,377468,121471,61986,59485,9592,6275,3317,5068,3386,1682,270,115,155
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,20-24,1534068,831012,703056,358517,232183,126334,86346,59961,26385,257238,161589,95649,10823,8014,2809,3454,2363,1091,656,256,400
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,25-29,1325828,674513,651315,39252,29352,9900,0,0,0,30340,22922,7418,5690,4420,1270,2461,1770,691,761,240,521
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,30-34,1214507,621176,593331,7662,4919,2743,0,0,0,4871,3282,1589,1140,801,339,825,580,245,826,256,570
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,35-59,3677327,1974863,1702464,9241,5436,3805,0,0,0,4856,3278,1578,1433,916,517,821,558,263,2131,684,1447
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,60+,1015739,491738,524001,1729,1057,672,0,0,0,969,681,288,307,174,133,107,68,39,346,134,212
C3010,23,00,0000,State - MADHYA PRADESH  23,Urban,Age not stated,42417,23165,19252,1013,633,380,0,0,0,824,489,335,134,111,23,50,30,20,5,3,2
C3010,24,00,0000,State - GUJARAT  24,Total,All ages,50671017,26385577,24285440,10552630,6023058,4529572,9894834,5608846,4285988,549515,334256,215259,71289,53704,17585,28405,22147,6258,8587,4105,4482
C3010,24,00,0000,State - GUJARAT  24,Total,0-4,5268670,2789888,2478782,83984,45994,37990,83984,45994,37990,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Total,5,1210512,654970,555542,203090,114398,88692,203090,114398,88692,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Total,6,1053222,555290,497932,514970,283150,231820,514970,283150,231820,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Total,7,1117785,586369,531416,875099,475526,399573,875099,475526,399573,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Total,8,1308013,690157,617856,1072747,587579,485168,1072747,587579,485168,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Total,9,992490,523492,468998,865480,470932,394548,865480,470932,394548,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Total,10,1422251,757412,664839,1155697,645076,510621,1155697,645076,510621,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Total,11,925983,500096,425887,805300,451338,353962,805300,451338,353962,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Total,12,1291981,688434,603547,993594,565695,427899,993594,565695,427899,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Total,13,973749,512713,461036,736800,420785,316015,736800,420785,316015,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Total,14,1059512,555767,503745,699793,408973,290820,699793,408973,290820,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Total,15-19,5183754,2756478,2427276,2009272,1201810,807462,1763665,1055849,707816,201631,112020,89611,31971,25092,6879,11650,8668,2982,355,181,174
C3010,24,00,0000,State - GUJARAT  24,Total,20-24,4839265,2538544,2300721,458665,296903,161762,124615,83551,41064,312450,196874,115576,16023,12357,3666,4459,3623,836,1118,498,620
C3010,24,00,0000,State - GUJARAT  24,Total,25-29,4224871,2182059,2042812,38557,28129,10428,0,0,0,25537,18715,6822,8570,6386,2184,3072,2385,687,1378,643,735
C3010,24,00,0000,State - GUJARAT  24,Total,30-34,3985565,2027533,1958032,11753,7886,3867,0,0,0,4314,2915,1399,3888,2643,1245,2126,1680,446,1425,648,777
C3010,24,00,0000,State - GUJARAT  24,Total,35-59,12267094,6411161,5855933,24405,16788,7617,0,0,0,4554,3088,1466,9818,6669,3149,6381,5248,1133,3652,1783,1869
C3010,24,00,0000,State - GUJARAT  24,Total,60+,3499063,1628474,1870589,2667,1675,992,0,0,0,693,461,232,723,420,303,605,451,154,646,343,303
C3010,24,00,0000,State - GUJARAT  24,Total,Age not stated,47237,26740,20497,757,421,336,0,0,0,336,183,153,296,137,159,112,92,20,13,9,4
C3010,24,00,0000,State - GUJARAT  24,Rural,All ages,31740767,16317771,15422996,6195212,3599363,2595849,5953105,3432452,2520653,186870,125480,61390,32898,26535,6363,15231,11596,3635,7108,3300,3808
C3010,24,00,0000,State - GUJARAT  24,Rural,0-4,3576413,1871793,1704620,28557,15308,13249,28557,15308,13249,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Rural,5,795670,424574,371096,111905,62825,49080,111905,62825,49080,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Rural,6,713858,372160,341698,347828,191619,156209,347828,191619,156209,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Rural,7,733677,381294,352383,557771,303056,254715,557771,303056,254715,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Rural,8,874011,455600,418411,696913,381216,315697,696913,381216,315697,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Rural,9,674040,353852,320188,577430,315476,261954,577430,315476,261954,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Rural,10,920940,485960,434980,719921,405045,314876,719921,405045,314876,0,0,0,0,0,0,0,0,0,0,0,0
C3010,24,00,0000,State - GUJARAT  24,Rural,11,591646,320175,271471,501706,285842,215864,501706,285842,215864,0,0,0,0,0,0,0,0,0,0,0,0
